system:index,classification,.geo
9374,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92338864420846,50.947547096960804]}"
9375,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92347847573687,50.947547096960804]}"
9376,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92356830726528,50.947547096960804]}"
9377,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9236581387937,50.947547096960804]}"
9378,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92374797032211,50.947547096960804]}"
9379,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92383780185052,50.947547096960804]}"
9380,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92392763337892,50.947547096960804]}"
9381,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92401746490734,50.947547096960804]}"
9382,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92410729643575,50.947547096960804]}"
9383,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92419712796416,50.947547096960804]}"
9384,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92428695949258,50.947547096960804]}"
9385,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92437679102099,50.947547096960804]}"
9386,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9244666225494,50.947547096960804]}"
9387,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92455645407782,50.947547096960804]}"
9388,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92464628560623,50.947547096960804]}"
9389,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92473611713464,50.947547096960804]}"
9390,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92482594866306,50.947547096960804]}"
9391,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92491578019145,50.947547096960804]}"
9392,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92500561171987,50.947547096960804]}"
9393,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92509544324828,50.947547096960804]}"
9394,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9251852747767,50.947547096960804]}"
9395,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92527510630511,50.947547096960804]}"
9396,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92536493783352,50.947547096960804]}"
9397,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92545476936193,50.947547096960804]}"
9398,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92554460089035,50.947547096960804]}"
9399,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92563443241876,50.947547096960804]}"
9400,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92572426394717,50.947547096960804]}"
9401,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92581409547559,50.947547096960804]}"
9402,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92590392700399,50.947547096960804]}"
9403,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9259937585324,50.947547096960804]}"
9404,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92608359006081,50.947547096960804]}"
9405,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92617342158923,50.947547096960804]}"
9406,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92626325311764,50.947547096960804]}"
9407,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92635308464605,50.947547096960804]}"
9408,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92644291617447,50.947547096960804]}"
9409,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92653274770288,50.947547096960804]}"
9410,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92662257923129,50.947547096960804]}"
9411,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9267124107597,50.947547096960804]}"
9412,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92680224228812,50.947547096960804]}"
9413,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92689207381652,50.947547096960804]}"
9414,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92698190534493,50.947547096960804]}"
9415,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92707173687334,50.947547096960804]}"
9416,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92716156840176,50.947547096960804]}"
9417,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92725139993017,50.947547096960804]}"
9418,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92734123145858,50.947547096960804]}"
9419,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.927431062987,50.947547096960804]}"
9420,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92752089451541,50.947547096960804]}"
9421,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92761072604382,50.947547096960804]}"
9422,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92770055757224,50.947547096960804]}"
9423,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92779038910065,50.947547096960804]}"
9424,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92788022062905,50.947547096960804]}"
9425,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92797005215746,50.947547096960804]}"
9426,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92805988368588,50.947547096960804]}"
9427,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92814971521429,50.947547096960804]}"
9428,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9282395467427,50.947547096960804]}"
9429,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92832937827112,50.947547096960804]}"
9430,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92841920979953,50.947547096960804]}"
9431,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92850904132794,50.947547096960804]}"
9432,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92859887285636,50.947547096960804]}"
9433,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92868870438477,50.947547096960804]}"
9434,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92877853591318,50.947547096960804]}"
9435,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92886836744158,50.947547096960804]}"
9436,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92895819897,50.947547096960804]}"
9437,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92904803049841,50.947547096960804]}"
9438,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92913786202682,50.947547096960804]}"
9439,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92922769355523,50.947547096960804]}"
9440,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92931752508365,50.947547096960804]}"
9441,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92940735661206,50.947547096960804]}"
9442,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92949718814047,50.947547096960804]}"
9443,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92958701966889,50.947547096960804]}"
9444,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9296768511973,50.947547096960804]}"
9445,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92976668272571,50.947547096960804]}"
9446,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92985651425411,50.947547096960804]}"
9447,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92994634578253,50.947547096960804]}"
9448,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.93003617731094,50.947547096960804]}"
9449,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.93012600883935,50.947547096960804]}"
9450,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.93021584036777,50.947547096960804]}"
9451,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.93030567189618,50.947547096960804]}"
9452,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91314784996949,50.94763692848922]}"
9453,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9132376814979,50.94763692848922]}"
9454,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91332751302632,50.94763692848922]}"
9455,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91341734455473,50.94763692848922]}"
9456,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.94763692848922]}"
9457,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94763692848922]}"
9458,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94763692848922]}"
9459,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94763692848922]}"
9460,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94763692848922]}"
9461,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94763692848922]}"
9462,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94763692848922]}"
9463,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94763692848922]}"
9464,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94763692848922]}"
9465,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94763692848922]}"
9466,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94763692848922]}"
9467,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94763692848922]}"
9468,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94763692848922]}"
9469,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94763692848922]}"
9470,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94763692848922]}"
9471,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94763692848922]}"
9472,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94763692848922]}"
9473,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94763692848922]}"
9474,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94763692848922]}"
9475,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94763692848922]}"
9476,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94763692848922]}"
9477,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94763692848922]}"
9478,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94763692848922]}"
9479,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94763692848922]}"
9480,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94763692848922]}"
9481,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94763692848922]}"
9482,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94763692848922]}"
9483,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94763692848922]}"
9484,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94763692848922]}"
9485,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94763692848922]}"
9486,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94763692848922]}"
9487,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94763692848922]}"
9488,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94763692848922]}"
9489,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94763692848922]}"
9490,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94763692848922]}"
9491,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94763692848922]}"
9492,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94763692848922]}"
9493,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94763692848922]}"
9494,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94763692848922]}"
9495,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94763692848922]}"
9496,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94763692848922]}"
9497,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94763692848922]}"
9498,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94763692848922]}"
9499,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94763692848922]}"
9500,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94763692848922]}"
9501,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94763692848922]}"
9502,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94763692848922]}"
9503,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91772925791851,50.94763692848922]}"
9504,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91781908944692,50.94763692848922]}"
9505,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91790892097532,50.94763692848922]}"
9506,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91799875250373,50.94763692848922]}"
9507,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91808858403215,50.94763692848922]}"
9508,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91817841556056,50.94763692848922]}"
9509,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91826824708897,50.94763692848922]}"
9510,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91835807861739,50.94763692848922]}"
9511,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9184479101458,50.94763692848922]}"
9512,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91853774167421,50.94763692848922]}"
9513,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91862757320263,50.94763692848922]}"
9514,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91871740473104,50.94763692848922]}"
9515,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91880723625945,50.94763692848922]}"
9516,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91889706778785,50.94763692848922]}"
9517,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91898689931627,50.94763692848922]}"
9518,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91907673084468,50.94763692848922]}"
9519,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91916656237309,50.94763692848922]}"
9520,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9192563939015,50.94763692848922]}"
9521,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91934622542992,50.94763692848922]}"
9522,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91943605695833,50.94763692848922]}"
9523,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91952588848675,50.94763692848922]}"
9524,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91961572001516,50.94763692848922]}"
9525,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91970555154357,50.94763692848922]}"
9526,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91979538307199,50.94763692848922]}"
9527,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91988521460038,50.94763692848922]}"
9528,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9199750461288,50.94763692848922]}"
9529,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92006487765721,50.94763692848922]}"
9530,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92015470918562,50.94763692848922]}"
9531,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92024454071404,50.94763692848922]}"
9532,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92033437224245,50.94763692848922]}"
9533,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92042420377086,50.94763692848922]}"
9534,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92051403529928,50.94763692848922]}"
9535,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92060386682769,50.94763692848922]}"
9536,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9206936983561,50.94763692848922]}"
9537,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92078352988452,50.94763692848922]}"
9538,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92087336141293,50.94763692848922]}"
9539,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92096319294133,50.94763692848922]}"
9540,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92105302446974,50.94763692848922]}"
9541,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92114285599816,50.94763692848922]}"
9542,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92123268752657,50.94763692848922]}"
9543,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92132251905498,50.94763692848922]}"
9544,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9214123505834,50.94763692848922]}"
9545,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92150218211181,50.94763692848922]}"
9546,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92159201364022,50.94763692848922]}"
9547,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92168184516864,50.94763692848922]}"
9548,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92177167669705,50.94763692848922]}"
9549,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92186150822546,50.94763692848922]}"
9550,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92195133975386,50.94763692848922]}"
9551,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92204117128227,50.94763692848922]}"
9552,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92213100281069,50.94763692848922]}"
9553,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9222208343391,50.94763692848922]}"
9554,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92231066586751,50.94763692848922]}"
9555,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92240049739593,50.94763692848922]}"
9556,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92249032892434,50.94763692848922]}"
9557,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92258016045275,50.94763692848922]}"
9558,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92266999198117,50.94763692848922]}"
9559,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92275982350958,50.94763692848922]}"
9560,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.922849655038,50.94763692848922]}"
9561,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92293948656639,50.94763692848922]}"
9562,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9230293180948,50.94763692848922]}"
9563,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92311914962322,50.94763692848922]}"
9564,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92320898115163,50.94763692848922]}"
9565,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92329881268004,50.94763692848922]}"
9566,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92338864420846,50.94763692848922]}"
9567,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92347847573687,50.94763692848922]}"
9568,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92356830726528,50.94763692848922]}"
9569,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9236581387937,50.94763692848922]}"
9570,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92374797032211,50.94763692848922]}"
9571,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92383780185052,50.94763692848922]}"
9572,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92392763337892,50.94763692848922]}"
9573,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92401746490734,50.94763692848922]}"
9574,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92410729643575,50.94763692848922]}"
9575,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92419712796416,50.94763692848922]}"
9576,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92428695949258,50.94763692848922]}"
9577,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92437679102099,50.94763692848922]}"
9578,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9244666225494,50.94763692848922]}"
9579,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92455645407782,50.94763692848922]}"
9580,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92464628560623,50.94763692848922]}"
9581,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92473611713464,50.94763692848922]}"
9582,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92482594866306,50.94763692848922]}"
9583,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92491578019145,50.94763692848922]}"
9584,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92500561171987,50.94763692848922]}"
9585,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92509544324828,50.94763692848922]}"
9586,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9251852747767,50.94763692848922]}"
9587,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92527510630511,50.94763692848922]}"
9588,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92536493783352,50.94763692848922]}"
9589,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92545476936193,50.94763692848922]}"
9590,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92554460089035,50.94763692848922]}"
9591,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92563443241876,50.94763692848922]}"
9592,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92572426394717,50.94763692848922]}"
9593,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92581409547559,50.94763692848922]}"
9594,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92590392700399,50.94763692848922]}"
9595,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9259937585324,50.94763692848922]}"
9596,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92608359006081,50.94763692848922]}"
9597,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92617342158923,50.94763692848922]}"
9598,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92626325311764,50.94763692848922]}"
9599,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92635308464605,50.94763692848922]}"
9600,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92644291617447,50.94763692848922]}"
9601,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92653274770288,50.94763692848922]}"
9602,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92662257923129,50.94763692848922]}"
9603,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9267124107597,50.94763692848922]}"
9604,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92680224228812,50.94763692848922]}"
9605,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92689207381652,50.94763692848922]}"
9606,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92698190534493,50.94763692848922]}"
9607,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92707173687334,50.94763692848922]}"
9608,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92716156840176,50.94763692848922]}"
9609,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92725139993017,50.94763692848922]}"
9610,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92734123145858,50.94763692848922]}"
9611,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.927431062987,50.94763692848922]}"
9612,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92752089451541,50.94763692848922]}"
9613,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92761072604382,50.94763692848922]}"
9614,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92770055757224,50.94763692848922]}"
9615,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92779038910065,50.94763692848922]}"
9616,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92788022062905,50.94763692848922]}"
9617,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92797005215746,50.94763692848922]}"
9618,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92805988368588,50.94763692848922]}"
9619,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92814971521429,50.94763692848922]}"
9620,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9282395467427,50.94763692848922]}"
9621,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92832937827112,50.94763692848922]}"
9622,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92841920979953,50.94763692848922]}"
9623,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92850904132794,50.94763692848922]}"
9624,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92859887285636,50.94763692848922]}"
9625,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92868870438477,50.94763692848922]}"
9626,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92877853591318,50.94763692848922]}"
9627,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92886836744158,50.94763692848922]}"
9628,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92895819897,50.94763692848922]}"
9629,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92904803049841,50.94763692848922]}"
9630,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92913786202682,50.94763692848922]}"
9631,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92922769355523,50.94763692848922]}"
9632,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92931752508365,50.94763692848922]}"
9633,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92940735661206,50.94763692848922]}"
9634,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92949718814047,50.94763692848922]}"
9635,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92958701966889,50.94763692848922]}"
9636,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9296768511973,50.94763692848922]}"
9637,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92976668272571,50.94763692848922]}"
9638,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92985651425411,50.94763692848922]}"
9639,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.92994634578253,50.94763692848922]}"
9640,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.93003617731094,50.94763692848922]}"
9641,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.93012600883935,50.94763692848922]}"
9642,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.93021584036777,50.94763692848922]}"
