system:index,classification,.geo
272,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94080973232991]}"
273,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94080973232991]}"
274,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94080973232991]}"
275,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94080973232991]}"
276,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94080973232991]}"
277,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94080973232991]}"
278,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94080973232991]}"
279,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94080973232991]}"
280,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94080973232991]}"
281,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94080973232991]}"
282,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94080973232991]}"
283,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94080973232991]}"
284,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94080973232991]}"
285,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94080973232991]}"
286,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94080973232991]}"
287,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94080973232991]}"
288,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94080973232991]}"
289,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94080973232991]}"
290,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94080973232991]}"
291,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94080973232991]}"
292,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94080973232991]}"
293,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94080973232991]}"
294,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94080973232991]}"
295,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94089956385832]}"
296,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94089956385832]}"
297,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94089956385832]}"
298,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94089956385832]}"
299,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94089956385832]}"
300,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94089956385832]}"
301,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94089956385832]}"
302,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94089956385832]}"
303,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94089956385832]}"
304,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94089956385832]}"
305,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94089956385832]}"
306,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94089956385832]}"
307,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94089956385832]}"
308,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94089956385832]}"
309,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94089956385832]}"
310,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94089956385832]}"
311,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94089956385832]}"
312,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94089956385832]}"
313,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94089956385832]}"
314,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94089956385832]}"
315,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94089956385832]}"
316,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94089956385832]}"
317,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94089956385832]}"
318,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94089956385832]}"
319,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94089956385832]}"
320,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94089956385832]}"
321,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94089956385832]}"
322,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94089956385832]}"
323,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94089956385832]}"
324,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94089956385832]}"
325,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94089956385832]}"
326,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94089956385832]}"
327,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94089956385832]}"
328,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94089956385832]}"
329,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94089956385832]}"
330,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94089956385832]}"
331,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94089956385832]}"
332,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94089956385832]}"
333,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94089956385832]}"
334,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94089956385832]}"
335,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94089956385832]}"
336,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94098939538674]}"
337,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94098939538674]}"
338,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94098939538674]}"
339,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94098939538674]}"
340,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94098939538674]}"
341,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94098939538674]}"
342,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94098939538674]}"
343,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94098939538674]}"
344,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94098939538674]}"
345,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94098939538674]}"
346,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94098939538674]}"
347,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94098939538674]}"
348,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94098939538674]}"
349,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94098939538674]}"
350,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94098939538674]}"
351,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94098939538674]}"
352,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94098939538674]}"
353,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94098939538674]}"
354,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94098939538674]}"
355,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94098939538674]}"
356,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94098939538674]}"
357,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94098939538674]}"
358,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94098939538674]}"
359,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94098939538674]}"
360,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94098939538674]}"
361,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94098939538674]}"
362,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94098939538674]}"
363,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94098939538674]}"
364,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94098939538674]}"
365,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94098939538674]}"
366,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94098939538674]}"
367,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94098939538674]}"
368,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94098939538674]}"
369,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94098939538674]}"
370,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94098939538674]}"
371,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94098939538674]}"
372,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94098939538674]}"
373,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94098939538674]}"
374,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94098939538674]}"
375,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94098939538674]}"
376,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94098939538674]}"
377,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94098939538674]}"
378,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94098939538674]}"
379,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.94107922691515]}"
380,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.94107922691515]}"
381,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.94107922691515]}"
382,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.94107922691515]}"
383,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.94107922691515]}"
384,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.94107922691515]}"
385,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.94107922691515]}"
386,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.94107922691515]}"
387,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.94107922691515]}"
388,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.94107922691515]}"
389,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.94107922691515]}"
390,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.94107922691515]}"
391,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.94107922691515]}"
392,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.94107922691515]}"
393,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.94107922691515]}"
394,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.94107922691515]}"
395,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91503431206614,50.94107922691515]}"
396,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91512414359455,50.94107922691515]}"
397,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91521397512297,50.94107922691515]}"
398,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91530380665138,50.94107922691515]}"
399,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9153936381798,50.94107922691515]}"
400,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9154834697082,50.94107922691515]}"
401,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91557330123662,50.94107922691515]}"
402,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91566313276503,50.94107922691515]}"
403,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91575296429345,50.94107922691515]}"
404,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91584279582186,50.94107922691515]}"
405,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91593262735026,50.94107922691515]}"
406,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91602245887867,50.94107922691515]}"
407,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91611229040709,50.94107922691515]}"
408,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9162021219355,50.94107922691515]}"
409,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91629195346391,50.94107922691515]}"
410,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91638178499232,50.94107922691515]}"
411,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91647161652074,50.94107922691515]}"
412,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91656144804915,50.94107922691515]}"
413,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91665127957756,50.94107922691515]}"
414,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91674111110598,50.94107922691515]}"
415,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91683094263439,50.94107922691515]}"
416,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91692077416279,50.94107922691515]}"
417,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9170106056912,50.94107922691515]}"
418,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91710043721962,50.94107922691515]}"
419,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91719026874803,50.94107922691515]}"
420,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91728010027644,50.94107922691515]}"
421,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91736993180486,50.94107922691515]}"
422,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91745976333327,50.94107922691515]}"
423,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91754959486168,50.94107922691515]}"
424,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9176394263901,50.94107922691515]}"
425,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91350717608314,50.941169058443556]}"
426,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91359700761156,50.941169058443556]}"
427,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91368683913997,50.941169058443556]}"
428,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91377667066838,50.941169058443556]}"
429,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9138665021968,50.941169058443556]}"
430,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9139563337252,50.941169058443556]}"
431,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91404616525361,50.941169058443556]}"
432,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91413599678202,50.941169058443556]}"
433,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91422582831044,50.941169058443556]}"
434,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91431565983885,50.941169058443556]}"
435,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91440549136726,50.941169058443556]}"
436,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91449532289568,50.941169058443556]}"
437,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91458515442409,50.941169058443556]}"
438,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.9146749859525,50.941169058443556]}"
439,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91476481748091,50.941169058443556]}"
440,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91485464900933,50.941169058443556]}"
441,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91494448053773,50.941169058443556]}"
